seed,params,val_auc,test_acc,test_auc,gate_clean,gate_q90,gate_q70,gate_q50,gate_q30,gate_travel,train_time_s
42,848066,0.9907602600000001,0.95645,0.990697805,0.5296907882690429,0.5344100427627564,0.5437420134544373,0.5672922945022583,0.506692501783371,-0.022998286485671926,344.6
43,848066,0.9927402200000001,0.9554,0.9920533500000001,0.47271721124649047,0.4728669226169586,0.47230104517936705,0.467692658662796,0.4634253544807434,-0.009291856765747064,286.5
